tweet,true_label,predicted_label
CFRA Research - Westlake Chemical Corporation: | https://t.co/MhHCMsveeW #equity #stocks https://t.co/uXSSAMtxiM,0,1.0
CFRA Research - UniFirst Corporation: | https://t.co/ivhkwUgIwe #equity #stocks https://t.co/isADtgWVrF,0,1.0
CFRA Research - RPM International Inc.: | https://t.co/ooGIch7lfZ #equity #stocks https://t.co/0MUaMahUfA,0,1.0
"RT @BenzingaMedia: $AAPL, $NFLX, $DIS Disney Shares Climb 7% As Video On Demand Service Crosses 50M Subscribers - https://t.co/c9oa76lpl4",1,1.0
$SPX has bottomed out and should rise up to the 3000 handle and above. Market structure is clear and the move to the downside was to flush out weak holders. As they should. I wouldn't rush for size as yet. Playing smalls and adding on retracements lower.,0,0.0
"@WaveTraderAU #SPX: FWIW: I'm looking for any test of the whole-number 3,000 level as this is also near previous S/R and the 61.8% fib of this last swing Low.$SPY #SP500 https://t.co/roKkMgqqPt",1,1.0
"Wednesday's Top Flow in #consumer staples sector, Buy Flow and Sell Flow. $COST $MDLZ $KR $MNST $GIS $SYY $CLX $SJM $BF.B $CPB $PEP $PG $WMT $STZ $KMB $MO $CVS $CAG $ADM $TSN #stocks #StockMarket #stock #stockstowatch #stockmarketnews #StocksToTrade 
https://t.co/5JE2nlrW3B https://t.co/k0I8JVQCqa",0,1.0
"FlyGuy Eastside x $ko Baby- Blow Out Da Brains
Check it Out!
#music #guttatunes #flyguy #flyguyeastside #skobaby #blowoutdabrains #newsong #newmusic #newtunes #rap #rapmusic #hiphop #hiphopmusic #musicvideo #2020… https://t.co/qcye412JMX",1,1.0
"Bought 4 more shares of #VYM for $302.36 from Vanguard! Making a total of 6 shares so far! Want to get it while the prices are still low as of right now before the rebound is finished! 📈

#investing #stocks #ETF #investor 

https://t.co/eXBzASyxLj",1,0.0
"@SECNAV to go to Guam just to be laughed off meanwhile spending $243,000 taxpayers money that was 'STUPID and NAIVE' @EsperDoD $QQQ $MSFT $GOOG $AAPL $AMZN $NFLX $TSLA $FB $AVGO $NVDA https://t.co/3OdOTJlZc7",0,0.0
RT @MarTycharts: $SPX update: No reversal from RSI energy point and in fact the RSI has unexpectedly pierced through to upside which can be…,0,1.0
"RT @AmericanBanking: Research Analysts’ Upgrades for April, 8th $ACRE, ADNT, ALV, ARCO, ASMB, BLMN, BOSSY, CAAP, CS, CVE https://t.co/GRrEA…",0,1.0
putting some moolah on $T &amp; $WM for tomorrow. Starting my pie with #m1finance #longtermgoals,1,0.0
"RT @JunkoSu22993224: Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link ora…",0,1.0
"Jeff Bezos Is Rumored To Be Backing #Chainlink. To Take Advantage of #Smartcontracts, @amazon is integrating $link oracle into it's new ad framework allowing advertisers to connect to $amzn data. 

#blockchain #bitcoin #btc #eth #xrp #ltc #EOS #AI #Crypto

https://t.co/YYkzWa3Cm4",0,1.0
"RT @charliesmithvcr: B.C. and Alberta securities regulators urge ""extreme caution"" after aggressive promotion of mining company https://t.c…",0,1.0
"Shares of Cipla were locked in the upper circuit of 15% at Rs 590, also its 52-week high on the #BSE

#stocks #markets

https://t.co/YL0Hz0PJMu",0,0.0
"https://t.co/s1AgfhMdGF

Passive(index) funds are funds which track a market index, or a specific market segment. For example Nifty index fund would invest the equities list in Nifty index. #indexmutualfunds #investment #stocks #india #UnlockYourInnerPower #MasterFDFS",0,1.0
"It's hard to believe that equities $SPX have almost retraced half of their decline from record highs.

I see very little odds of this being sustained. Central bank ballooning their balance sheets can only hold off the enormity of the crisis for so long. https://t.co/s2SsCrmeFQ",0,1.0
"RT @Find_Me_Value: Some added context, good info for both critics &amp; S/H of $DIS. The “we have 50m subs” is fortuitous timing given India la…",1,1.0
"RT @jamescakmak: Good stat, so long as they can leverage that engagement into other parts of the ecosystem like Parks where the bulk of pro…",1,1.0
RT @UnHedgedChatter: Baupost purchased shares of Alphabet. $GOOG $GOOGL https://t.co/pZOC6xqQ2I,1,1.0
"Enrich Equity Live Levels 09-Apr-2020

For more visit: https://t.co/FpCghqP4Dq

#Enrich #NSE #Equity #Stocks #Live_Levels https://t.co/Lh1iltiBkU",0,1.0
The 4 who will be reaping the rewards of a new ATH stock market next week? @QTRResearch  $SPX $QQQ https://t.co/DE60VS0TuW,1,0.0
#SUNPHARMA BREAKING OUT..NEED TO SUSTAIN THIS LEVEL..#STOCKS #STOCKMARKETS #TECHNICALANALYSIS,0,0.0
"S&amp;P 500 | $SPX500 | $SPX500 $USD

counting SPX500

Long or short it with BTC on Trade8: https://t.co/Yn1WyxNZRV https://t.co/DD2leM8lob",0,1.0
"RT @charliesmithvcr: B.C. and Alberta securities regulators urge ""extreme caution"" after aggressive promotion of mining company https://t.c…",0,1.0
"...looking at investor flows, Morgan Stanley was surprised that in the recent surge higher, there had been virtually no participation on the buy side, and even more perplexing, almost no short covering either, especially in the latest leg higher #stocks #trading #WallStreet",0,1.0
"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…",0,1.0
RT @SJD10304: Beyond impressed with momentum in the ratio of equal weight $SPX to cap weight $SPX to sound the alarm *before* each of the 3…,1,1.0
@StockPriceBro1 @tedstein @MidwestHedgie Facebook messenger for kids is growing. Instagram is solid and I’m almost positive $FB is going to create a new metric for increased activity among active users during this pandemic. It’s enough to burn shorty which were all trying to avoid.,1,1.0
"RT @MinteractApp: Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow. $AAPL $MSFT $AMZN $GOOG $FISV $CSCO $COST $GILD $CMCS…",0,1.0
"B.C. and Alberta securities regulators urge ""extreme caution"" after aggressive promotion of mining company https://t.co/vxR8T8nXBK via @georgiastraight #crestview #crestviewexploration @bcsc_info @ascupdates #stocks #mining",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
@MalibuInvest $dis is a value even with the spike. long term hold here..,1,1.0
"RT @eWhispers: Some confirmed #earnings dates for April 

https://t.co/lObOE0dgsr 

$CHWY $WBA $NFLX $KMX $STZ $BAC $LW $JPM $F $INTC $GE $…",1,1.0
"RT @Amdalleq: Morgan Stanley Chief Investment Officer on CNBC:

Prices are attractive but we don't really know what's gonna happen. Actuall…",0,1.0
"🚨 How bad the economy. is $JPM  just hit the breaks! 🛑 Depression hitting all business lending! @prothoughts2 @AlessioUrban @TheBubbleBubble @NoahBlaineNews @DiMartinoBooth @jimcramer
https://t.co/IUvbENCuJs",0,0.0
"RT @allstarcharts: in the Keep It Simple Stupid category of indicators, I really like the 10-month moving average. It gets you out and back…",1,1.0
"RT @tdarling1: $SPX, up nearly 25% from the low of 23 March, is really at a critical juncture. Thus far,  this has the look of a v-shaped r…",0,1.0
"@Polargroup1 @yuriymatso The rally has more to do with virus peaking &amp; technicals, fed free money helps too, big cap tech will have bad earnings, when the whole world is literally shut it will impact everyone. International demand will be worse. If $spx rally stalls 2750 to 2850 is the zone it rollsover",0,1.0
"Research Analysts’ Upgrades for April, 8th $ACRE, ADNT, ALV, ARCO, ASMB, BLMN, BOSSY, CAAP, CS, CVE https://t.co/GRrEAkv2sp #stocks",0,1.0
Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB https://t.co/KK4Qj8LBUV https://t.co/rYlYprrbLf,0,0.0
"RT @StableInvestor: Super Detailed 20-Year Analysis - Nifty P/E Ratio &amp; Future Returns (1999-2019) Updated

Full analysis - https://t.co/5z…",1,1.0
RT @TedatACA: Warren Buffett's Geico offers $2.5 billion in credits as coronavirus cuts driving from @CNBC | @BRK.A $BRK.B @ESPN ⁦@nabtweet…,0,1.0
$SPY $SPX Millions will die and yet people are BULLISH https://t.co/dpxG8YHh9d,0,0.0
"Has the Covid-19 Made Travel and Leisure Stocks Cheap or Is It Too Early to Decide?

Check it out here - https://t.co/4JOcFo7z6N

#business #media #investing #stocks #travel #ftse #londonstockexchange #news #market #updates https://t.co/RCtnrXyGzN",0,1.0
$DIS intraday double bottom,0,1.0
"Good stat, so long as they can leverage that engagement into other parts of the ecosystem like Parks where the bulk of profit comes from

The battle remains uphill exacerbated by lack of material gaming exposure $DIS https://t.co/N5KbuiJwHk",0,0.0
"TATA MOTOR HITTTT 10% UC

72---74.35

Gaining 8000+++

Target 80+++

Revise SL 70

#StockMarket #stocks #Tatamotors https://t.co/Kl46h2U7vB",1,1.0
"@Find_Me_Value For sure but these are the same tactics Netflix is using to goose their India, Malaysia and Indonesia subs.

Need to highlight for each. Just as it’s disingenuous to highlight $VZ and Disney+ relationship but not the $TMUS and $NFLX relationship.",0,1.0
"RT @trailingtrades: #CIPLA 

STOCK COULD REACH 620-640 LEVELS 

KINDLY BOOK PROFITS AROUND THESE LEVELS 

DO NOT INITIATE FRESH BUYING

#in…",0,1.0
"@TheStreet @jimcramer @realDonaldTrump $SNE SONY PT $250 
Dan Loeb is probably buying bunch of $SNE SONY TVs for his penthouse and beach house...and the PlayStation #ps5 of course  #NIKKEI $AAPL $MSFT $FB $NFLX $GOOG $MS #StayHome #StayAtHome Dan 😆 https://t.co/0maN8bPrkM",0,1.0
"With $SPX closing at 2750 today, we are now *technically* in a new bull market.

Each of the last 3 bull markets (starting 11/20/08, 3/9/09, current) achieved this in ≤12 trading days from bear market lows.

Takeaway — market comes at you fast. Manage your risk.

$ES_F #COVID19 https://t.co/RAY1WoX7XX",0,1.0
Keep an Eye on U.S. Treasury Rates! #invest #investing #investor #investors #stocks https://t.co/WzD2YIuKzw https://t.co/rKhWzHbKjX,0,0.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
"Ashok Leyland Ltd 
#NSEUPDATE 
#StockMarket 
#stocks https://t.co/jtqahotGOH",1,1.0
Current Outlook: CONFIRMED UPTREND (Day 5) @IBDinvestors #stocks,0,0.0
"Wednesday's Top Flow in #NASDAQ #NASDAQ100, Buy Flow and Sell Flow. $AAPL $MSFT $AMZN $GOOG $FISV $CSCO $COST $GILD $CMCSA $BIIB $INTC $NFLX $AMGN $NVDA $MU $ADBE $VRTX $CTXS $ORCL $AMAT #stocks #StockMarket #stockstowatch #StocksToTrade #stock
https://t.co/5JE2nlrW3B https://t.co/o9uyb5xAiJ",0,1.0
"RT @trailingtrades: #CIPLA 

STOCK COULD REACH 620-640 LEVELS 

KINDLY BOOK PROFITS AROUND THESE LEVELS 

DO NOT INITIATE FRESH BUYING

#in…",0,1.0
Credit Suisse Group $CS Raised to “Overweight” at Morgan Stanley https://t.co/rcMymgLgiO #stocks,0,1.0
"Despite the current #MarketCrash, 16 of the top 25 mid-cap #stocks have performed better than the 200-day moving average. Investors believe the wind is in favour of mid-caps.

Read @VarshBohra’s analysis:

https://t.co/oKpSJBe2ff",1,0.0
"RT @leadlagreport: Have a big writing coming out tomorrow on @seekingalpha.

Title?

The Greatest Disconnect Between Stocks And The Economy…",1,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"RT @moneycontrolcom: #MarketswithMC | Opening Bell🔔: Indices open higher with #Nifty above 8,900, midcaps too see a strong start

#stocks #…",1,1.0
"RT @leadlagreport: Have a big writing coming out tomorrow on @seekingalpha.

Title?

The Greatest Disconnect Between Stocks And The Economy…",1,1.0
"RT @eWhispers: Some confirmed #earnings dates for April 

https://t.co/lObOE0dgsr 

$CHWY $WBA $NFLX $KMX $STZ $BAC $LW $JPM $F $INTC $GE $…",1,1.0
"Identify High Probability Trading Opportunities In Stocks, Futures &amp; Forex https://t.co/7SVXBJ5ZxF #forex #stocks #futures #options #finance",0,1.0
"Billionaire Investor Howard Marks Advises to Buy Stocks Now
https://t.co/kmd2H006D2
#stocks #StockMarket #investing #Investment @HowardMarksBook @Oaktree https://t.co/cu4rPRxUPm",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
"Latest OMNI Day Trading YouTube Video:
Oscar Carboni Says #OMNI Arrow Stays Green For #Trading #FAANG #Stocks, #ES &amp; #RT  04/09/2020 #2084 https://t.co/lo7UkH5ZnW https://t.co/vwxyGhfBKo",0,1.0
"$DIS jumped AH on 50 mil + Disney plus subscribers. Trading at $108 now. 50 day EMA sitting at $112

A break above there sends this one to $120. https://t.co/ShL9XnrSb1",0,1.0
The “Turtle Soup” https://t.co/iteR25CHwC #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,0,0.0
RT @EpochTimes: Sen. @KLoeffler said she'd liquidate her #Stocks after claims she misused privileged info to adjust her portfolio ahead of…,0,1.0
Take $100 and Open a Position in These 4 Stocks Now @themotleyfool #stocks $XOM $USB $TRUP $OGI - https://t.co/AxkbiANOst https://t.co/IRV34rSNw8,0,0.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
"RT @awallenstein: BREAKING: Disney+ reaches 50 million paid subscribers in 5 months worldwide, $DIS announces...",0,1.0
@Reuters During a #GlobalPandemic we see the #SP500 jump 3.41% where is the realism here?,0,1.0
RT @spotgamma: Positive Gamma in $SPY. Not $SPX https://t.co/TXGTenbyXO,0,1.0
If $dis gets to 110-112 range tomorrow I’ll be licking my chops for tomorrow expirations puts.,1,0.0
"$IZZ #TAL Education Group ADS ... Greater China Daily: Thursday, April 9, 2020: KEY HIGHLIGHTS Sector Automobile 2019 results wrap-up. Property 2019 results wrap-up: Housing market appears resilient for now. Sportswear 2020 outlook – A… https://t.co/rln5sZ38FX #equity #stocks",1,1.0
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",0,1.0
"RT @realJosephRich: This is Wells Fargo's latest 2020 $SPX earnings forecast. 

First, this way too optimistic. 

Second, this corresponds…",0,1.0
"Did you know all gas stations (Quick Check, WAWA,  SHEETZ etc) are going to be bought up by one company. Probably a billion dollars per company. What’s that 150+ billion $$ to make that happen. I say, who has that money to spend 🧐 #oil #gas #stocks",0,1.0
$AAPL #patent #transaction 52331/559 ASSIGNMENT OF ASSIGNORS INTEREST - From: INTEL CORPORATION To: APPLE INC #IP #techtransfer #research https://t.co/GZqm4GFKOK,0,1.0
@Reuters Just wait until $JPM realizes the entire fixed income market in #China trades in Wechat groups. More significant now that they are the majority owner in 上投摩根,1,1.0
"It was the plan long ago because of the massive debt . 
$SPY $SPX $QQQ https://t.co/NVapUwynJr https://t.co/pJrjWDN7iJ",0,1.0
RT @vieiraUAE: Fearless Alex Vieira Calls Best Market Rally Since 1931 Mocking Americans Over Coronavirus $DIA $AMZN $SPY $QQQ #coronavirus…,0,1.0
